Parent 1 Highest Grade,Race,Sex,Self Esteem Score,AFQT Percentile Score,Type of Residence 1983,Average Drinks 2008,Highest Grade,Fam Size 1979,Foreign Language,Library Card,Parent Cohabitation,Number Siblings,First Marijuana Use,Income 2018
11,3,2,21,7945,-5,-5,11,7,0,0,-4,4,-5,-5
12,3,2,27,23561,-4,-5,12,3,0,0,-3,4,-5,-5
11,1,2,-5,-5,-5,-5,11,6,1,1,-4,3,-5,-5
10,1,2,25,-4,-5,-5,15,6,1,1,-4,3,-4,-5
12,3,1,27,53329,11,-5,16,2,0,1,0,1,-5,-5
12,1,1,20,27045,-4,3,12,2,1,0,-4,1,19,25000
9,1,2,22,31219,-4,-5,12,3,1,1,-4,2,-4,-5
10,1,1,21,14549,-5,-5,13,6,1,1,-4,11,-5,-5
8,1,2,19,7308,-4,1,14,6,1,1,-4,11,-4,130000
11,1,1,19,26536,11,-5,12,6,1,1,-4,3,-4,-1
10,1,1,20,54294,11,-4,12,4,1,0,-4,3,16,0
12,2,2,-3,17862,17,-4,15,3,0,1,0,10,15,21000
13,1,2,24,22834,11,-5,16,8,1,1,-4,6,-5,-5
10,1,2,18,15101,-4,-5,14,8,1,1,-4,6,16,-5
8,1,2,18,13243,11,-5,13,8,1,1,-4,7,14,-5
14,2,1,-5,50780,11,-4,14,4,0,1,-4,4,18,0
10,2,2,23,31914,17,-4,16,4,0,1,-4,1,-4,25000
12,2,2,21,6499,17,-4,16,7,1,1,-4,4,-4,135000
10,2,2,14,31881,17,-4,20,6,1,0,-4,4,-4,0
12,2,2,24,24858,11,3,12,5,0,1,-4,3,14,77500
8,1,2,18,66555,17,-5,13,7,1,1,-4,5,-5,-5
8,2,1,24,86086,3,-4,20,6,0,1,-4,4,13,192000
8,2,2,16,16240,17,6,12,6,0,0,-4,5,17,0
8,2,1,23,31658,-4,-4,16,4,0,1,-4,1,-4,120000
10,2,1,29,56248,1,30,12,4,0,1,-4,1,13,-5
8,2,2,20,73708,-4,-5,15,4,0,1,-4,2,16,0
11,2,1,24,54997,11,-5,12,3,0,1,-4,1,-4,-5
11,2,2,17,32407,11,-4,14,3,1,1,-4,1,-4,5000
11,2,2,13,25517,11,-5,10,2,1,0,1,1,16,-5
13,1,1,27,86735,11,1,16,1,0,1,1,1,20,0
12,2,2,20,18019,11,1,14,5,0,1,-4,7,-4,37000
8,1,2,20,18812,-4,5,12,5,0,0,-4,2,13,21600
12,2,2,20,40973,-4,-4,13,5,0,0,-4,2,17,30000
9,2,1,19,22196,11,-5,13,1,0,1,-4,3,21,-5
12,3,2,14,22577,11,-5,12,1,0,1,1,4,-5,-5
9,1,1,19,11423,11,-4,14,2,1,0,-4,7,15,-5
12,3,2,22,49363,11,-5,12,5,0,1,-4,5,-5,-5
10,3,2,23,66423,-4,-5,12,5,0,1,-4,5,-5,-5
9,3,1,27,49397,1,-5,14,9,0,1,-4,7,-5,-5
8,3,2,18,94005,3,-5,18,9,0,1,-4,6,-5,-5
12,2,2,22,3646,-4,-4,13,9,0,1,-4,7,13,0
8,2,1,-5,-4,-4,-4,12,9,0,0,-4,7,-2,300
6,1,2,22,98,11,4,6,4,1,-3,0,6,-4,0
11,2,1,-5,-5,11,-5,12,3,0,1,-4,9,-5,-5
10,1,2,20,13290,-4,-4,11,7,1,0,-4,6,2,19000
7,1,2,21,3620,-4,-5,13,7,1,0,-4,6,-5,-5
9,1,1,20,10975,11,-4,9,3,1,1,0,8,13,58000
11,2,1,18,4522,-4,-5,12,5,0,1,-4,5,11,0
10,3,2,16,11349,17,-5,11,11,1,1,-4,10,-5,-5
9,3,2,16,4569,-4,-5,-3,11,1,1,-4,7,-5,-5
7,3,2,17,12344,-4,-5,12,11,1,0,-4,8,-5,-5
12,1,2,26,37411,11,-5,12,4,1,1,-4,5,-4,-5
9,1,1,21,37837,-4,-4,14,4,1,1,-4,1,-4,0
11,1,1,17,6316,11,-5,10,9,1,1,-4,9,13,-5
12,1,1,29,95808,-4,-5,16,2,1,1,-4,2,-5,-5
12,1,2,-3,77510,11,-5,13,3,1,1,0,2,16,-5
11,3,2,28,27077,11,-5,12,3,0,0,-4,2,-5,-5
12,2,1,24,48121,17,2,12,1,0,1,1,0,-4,130000
10,3,1,21,53505,11,-5,12,1,0,1,1,2,-5,-5
9,3,1,28,65855,17,-5,13,5,0,1,-4,2,-5,-5
8,2,1,25,37902,-4,1,19,4,0,1,-4,1,16,-5
9,2,2,23,44985,3,2,17,4,1,1,-4,1,-5,-5
12,1,2,19,11357,-5,-5,12,2,1,1,-4,9,-5,-5
8,3,1,28,56873,-4,-5,19,5,0,1,-4,2,-5,-5
13,3,2,23,42052,11,-5,13,1,0,1,-4,2,-5,-5
14,1,1,24,57120,-4,-5,16,4,1,1,-4,1,18,-5
12,1,2,22,36068,-4,1,14,4,1,1,-4,1,-4,0
11,3,2,23,41118,-4,-5,12,2,0,1,-4,1,-5,-5
12,3,2,24,69478,11,-5,14,1,0,1,1,3,-5,-5
8,3,2,23,87288,11,-5,16,2,0,1,-4,1,-5,-5
12,1,1,28,92868,-4,1,14,1,0,1,1,2,18,14000
14,1,2,20,51475,11,-5,15,1,1,1,1,3,-2,45000
12,3,1,27,80480,-4,-5,13,1,0,1,0,3,-5,-5
14,3,1,30,78305,17,-5,16,1,0,1,0,2,-5,-5
3,1,2,18,11281,11,-5,4,3,1,0,1,10,-4,-5
14,3,2,22,88888,-4,-5,15,4,1,1,-4,1,-5,-5
11,1,2,20,-5,-5,-5,12,1,1,1,0,3,-4,0
10,1,1,22,3266,11,2,13,8,1,1,-4,8,-4,-5
8,1,1,19,19893,11,-5,7,1,1,1,0,7,-5,-5
6,1,1,16,7524,11,-4,12,1,1,0,-4,9,-4,39000
10,1,1,21,37594,1,1,12,6,1,0,-4,3,30,-5
9,1,1,19,11655,11,-4,15,6,1,1,-4,3,-4,-5
-3,1,2,15,-4,11,-5,3,4,1,0,-4,9,-5,-5
6,1,1,18,2697,-4,1,6,7,1,0,-4,8,20,36000
9,1,1,19,4449,-4,12,10,7,1,0,-3,8,-4,3000
6,1,2,17,93,11,-4,6,6,1,1,-4,9,-4,0
3,1,2,15,0,11,-4,4,4,1,0,0,3,-4,40000
14,1,1,27,64079,11,-4,14,5,1,1,-4,5,17,-5
11,1,2,26,46671,17,-4,17,5,1,1,-4,7,14,4200
8,1,1,17,9412,-4,1,8,1,1,0,1,13,-1,48000
3,1,1,19,222,11,6,3,1,1,0,1,8,-5,53000
9,1,1,20,20466,-4,-4,15,3,1,0,-4,0,-4,16000
11,1,2,23,13150,11,-5,11,5,0,1,-4,1,17,-5
16,1,2,23,49594,-4,1,14,5,1,1,-4,2,-4,43000
8,1,2,19,54706,-4,1,20,5,1,1,-4,2,-4,100000
11,1,1,16,3062,-4,-5,11,3,1,1,-4,3,-5,-5
12,1,2,26,69282,17,-4,13,3,1,1,-4,4,-4,22800
10,1,2,12,8092,-4,-5,10,10,1,1,-4,8,-4,-5
8,1,1,20,11550,-4,4,10,4,1,0,-4,6,16,-5
7,1,1,18,5099,-4,1,8,4,1,0,-4,4,-4,0
8,1,2,19,59060,-4,2,12,7,1,1,-4,4,15,37000
-3,2,1,24,74779,-5,-5,18,3,1,1,-4,3,-5,-5
14,3,2,29,96278,11,-5,16,1,0,1,-4,3,-5,-5
14,1,2,26,61650,11,-4,20,1,1,1,0,4,21,215000
15,1,2,18,43335,11,1,16,1,1,1,1,5,-4,20000
13,1,2,-5,-5,-5,-5,13,1,1,1,1,3,-5,-5
14,1,2,30,58628,11,1,20,1,1,0,1,8,-4,0
13,2,1,20,9839,11,-4,13,1,0,0,1,1,19,16000
9,2,2,20,3837,11,-5,13,4,0,1,-4,7,14,54000
9,1,2,22,68759,-4,1,12,3,1,1,-4,0,18,28000
11,2,2,20,16822,11,2,12,3,0,1,0,5,16,-5
12,2,1,27,4067,11,-4,12,5,0,1,-4,4,15,-5
12,2,2,27,27647,11,-4,13,5,0,1,-4,4,16,25000
9,3,1,21,70736,-4,-5,17,6,1,1,-4,3,-5,-5
9,3,2,18,49884,-4,-5,16,6,1,1,-4,3,-5,-5
13,3,2,25,77756,11,-5,14,2,0,1,-4,4,-5,-5
11,1,2,19,79299,-4,1,13,8,1,0,-4,8,-2,0
13,3,1,27,82046,11,-5,20,4,0,1,-4,2,-5,-5
11,3,1,24,90940,11,-5,16,1,0,1,1,1,-5,-5
10,1,1,30,52224,3,-5,16,5,1,1,-4,2,-5,-5
12,3,2,25,88775,11,-5,12,1,1,1,0,2,-5,-5
-3,1,1,22,54403,-4,3,20,1,1,1,-4,3,14,27000
12,1,1,20,56142,17,-4,16,3,1,0,1,4,16,60000
10,1,2,21,8727,11,-4,12,3,0,1,0,4,14,100000
12,1,2,22,4599,11,1,12,8,1,0,-4,4,-5,-5
-3,1,1,20,36433,-4,2,14,8,1,0,-4,4,-4,50000
11,1,2,18,10970,11,-4,15,7,1,1,-4,4,-2,13584
9,1,2,22,15939,11,-5,12,7,1,1,-4,4,-5,-5
11,1,1,28,52235,11,-4,11,6,1,1,-4,3,-4,0
9,1,1,17,27836,-4,1,12,6,1,1,-4,3,16,-5
-3,1,1,20,36696,-4,-5,13,7,1,1,-4,5,-5,-5
10,1,2,23,39196,-4,2,14,7,1,1,-4,5,-4,40000
14,1,2,26,65001,11,2,14,4,1,1,-4,1,18,68000
10,1,2,23,83533,-4,-4,20,5,1,1,-4,1,22,63000
14,1,2,21,10430,11,-4,16,2,1,1,1,1,-4,0
11,1,2,30,44121,-4,2,16,5,1,1,-4,2,-4,-1
9,1,2,30,30847,-4,-5,14,5,1,1,-4,2,13,-5
12,1,1,25,16365,17,-4,12,7,1,1,-4,5,17,60000
12,1,1,24,19101,-4,2,16,7,1,1,-4,6,-4,98000
11,1,1,28,33393,-4,3,18,7,1,0,-4,5,-4,123000
9,1,1,21,68154,-5,-5,11,2,0,1,-4,2,-5,-5
12,2,1,25,24099,11,-4,13,4,0,1,-4,8,-4,-1
12,1,1,21,7676,11,-4,12,5,1,1,-4,6,14,10000
10,1,2,17,21965,-4,2,12,5,1,1,-4,6,11,88000
9,1,2,17,609,-4,-4,11,4,1,1,-4,4,-4,0
12,1,1,27,28291,11,6,12,3,1,0,-4,3,14,185000
8,1,1,21,79749,-4,3,15,4,1,1,-4,1,18,-5
10,3,1,22,23275,17,-5,10,2,0,1,-4,7,-5,-5
8,1,1,19,55181,-4,1,12,6,1,1,-4,5,16,57000
12,3,1,29,97521,11,-5,17,1,0,1,0,2,-5,-5
12,3,1,26,94908,11,-5,12,1,0,1,1,6,-5,-5
12,1,1,22,14081,17,-5,12,4,1,0,-4,3,16,-5
12,1,2,26,28073,11,-4,17,4,0,0,-4,3,-4,97000
12,1,2,25,65886,11,2,12,5,0,1,-4,1,-4,-5
9,3,1,24,68925,11,-5,14,4,0,1,-4,4,-5,-5
11,3,2,29,67700,11,-5,13,4,0,1,0,1,-5,-5
8,1,1,22,1335,11,-2,12,3,1,0,0,8,-5,17500
8,1,2,18,4214,-4,2,12,4,1,1,0,13,-4,24000
9,1,2,17,14763,11,1,12,4,1,1,-4,1,-4,45000
9,1,2,17,10003,-4,-4,14,5,1,0,-4,2,21,-5
7,1,1,20,0,11,-4,7,3,1,0,-4,8,-4,66000
10,1,2,20,8061,-4,3,11,6,1,1,-4,6,21,34000
10,1,1,23,20583,11,4,9,6,1,0,-4,6,-4,50000
3,1,2,16,202,-5,-5,3,5,1,0,0,6,-5,-5
11,1,2,22,17154,-4,-4,12,6,1,0,-4,3,-4,55000
11,2,1,26,6637,-4,-5,11,7,0,1,-4,3,15,0
11,2,1,20,1522,5,4,12,7,0,1,-4,3,12,0
11,2,2,29,11208,11,-4,12,7,0,1,-4,3,15,0
11,2,1,27,9422,5,-5,11,7,0,1,-4,3,11,-5
11,2,1,27,923,-4,-4,11,6,0,1,-4,4,14,15000
12,2,1,26,33028,-4,-5,12,6,0,1,-4,4,-5,-5
10,2,1,26,2184,-4,-5,12,6,0,1,-4,6,9,-5
6,1,2,20,5014,-5,-5,6,3,1,0,-4,8,-5,-5
4,1,1,26,2330,11,4,4,4,1,0,0,10,-4,44000
12,2,1,25,48565,-4,-4,13,4,0,1,-4,2,20,-5
14,2,2,24,55879,11,-5,15,1,0,0,1,2,23,24000
12,1,2,23,53065,11,3,12,1,1,1,0,4,13,109000
10,1,2,21,741,11,-4,12,3,1,0,-4,3,-4,0
11,1,2,15,10295,11,-5,11,3,1,1,-4,12,15,-5
11,3,2,25,30371,11,-5,12,1,0,1,0,11,-5,-5
10,1,1,20,6793,11,2,11,3,1,1,-4,7,16,57000
-3,1,2,20,0,-4,-4,6,5,1,0,-4,8,-4,0
12,1,1,-5,-4,11,-5,11,2,1,0,-4,2,-5,-5
11,1,1,22,9733,-4,2,12,6,1,1,-4,4,17,5000
11,1,1,30,15715,-4,4,12,6,1,1,-4,4,15,60000
6,1,2,20,177,-4,-5,6,3,1,0,0,7,-4,0
15,1,1,25,28366,11,-5,14,2,1,0,1,2,16,-5
6,1,1,19,8686,-5,-5,6,1,1,0,-4,8,-5,-5
19,1,1,25,5389,11,-5,9,3,1,1,1,16,-5,-5
12,1,1,27,33437,11,-4,12,4,1,1,-4,5,17,3000
9,1,1,26,8082,-4,1,9,3,1,1,-4,3,18,-5
9,2,2,22,51492,-4,-4,12,2,0,1,-4,0,16,42000
-3,2,1,17,6570,17,1,12,1,0,1,-4,3,19,50000
11,2,2,18,11889,11,-4,11,6,0,1,-4,3,17,-5
12,1,1,17,1611,11,-5,9,5,1,0,-4,8,15,-5
13,2,2,23,71745,11,2,16,3,0,1,-4,9,15,120000
10,1,2,18,13505,-4,-4,11,2,1,0,-4,0,18,13000
11,1,1,21,3179,11,6,13,6,1,1,-4,4,13,120000
10,1,2,21,52358,-4,-5,13,6,1,1,-4,5,14,-5
11,1,1,25,4955,11,-4,12,7,1,0,-4,5,-5,-5
12,1,2,26,63738,11,1,19,2,1,1,-3,1,16,15000
11,1,2,24,58602,-4,3,13,5,0,1,-4,2,15,40000
9,1,1,23,53782,-4,4,16,5,0,1,-4,2,14,54000
-3,3,2,-5,-4,-4,-5,16,1,1,1,1,4,-5,-5
12,3,2,18,47603,11,-5,12,1,0,1,1,7,-5,-5
11,3,2,28,60538,-4,-5,11,1,0,1,1,7,-5,-5
13,3,1,29,39063,11,-5,14,1,0,1,1,3,-5,-5
12,2,1,27,26932,11,2,12,1,0,1,1,1,-4,72000
10,1,1,27,52142,1,-5,17,3,1,1,-4,1,19,-5
14,1,2,26,91372,11,1,16,6,1,1,-4,3,17,-1
11,1,2,25,81523,-4,1,15,6,0,1,-4,3,-4,42000
9,1,1,23,79300,11,-4,12,6,1,1,-4,3,16,80000
8,1,1,20,38025,-4,4,12,6,0,1,-4,3,-4,100000
4,1,1,15,92,-4,-5,4,2,1,0,0,7,-4,-5
3,1,1,22,299,-4,-5,3,2,1,0,0,7,-4,-5
3,1,1,26,2321,11,-4,3,1,1,0,0,8,-4,18000
8,1,1,19,8512,-4,1,12,5,1,1,-4,2,18,8000
4,3,1,19,7766,-4,-5,4,3,1,0,-4,2,-5,-5
14,1,2,21,70174,11,-4,14,6,1,1,-4,5,-4,60000
-3,1,1,23,76108,11,2,20,6,1,1,1,5,-5,180000
13,1,2,29,88227,11,1,18,6,1,1,1,5,-4,0
-3,1,1,23,43497,-4,2,14,3,1,1,-4,3,15,24375
10,2,1,25,48186,-4,3,13,5,0,1,-4,2,15,40000
9,2,1,23,16977,-4,-4,12,4,0,0,-4,3,-4,-1
11,2,1,30,44251,11,-5,12,4,0,1,-4,5,-4,-5
-3,3,1,28,50324,11,-5,12,3,0,1,1,2,-5,-5
12,1,2,23,51192,11,-4,12,3,1,1,1,3,-4,19800
10,2,1,28,15081,-4,1,12,2,0,0,-4,0,16,35000
8,2,1,20,4910,-4,-4,12,7,0,1,-3,9,16,0
8,2,1,26,21407,-4,-4,12,7,0,0,-4,9,8,-5
7,2,1,20,2539,-4,-4,12,7,0,0,-4,9,-4,0
12,2,1,19,9631,1,-5,11,3,0,1,-4,1,-5,-5
13,2,1,17,20994,11,1,13,6,0,1,-4,3,18,35000
12,2,1,21,424,-4,1,12,5,0,0,-4,3,15,0
12,2,2,26,35833,-4,2,15,5,0,1,-3,-3,25,0
9,2,1,25,23612,-4,-5,14,5,0,0,-4,4,17,-5
12,2,1,24,4440,-4,-4,12,10,0,1,-4,7,18,10000
11,2,2,23,2512,-4,3,12,10,0,0,-4,6,21,32000
9,2,1,21,8246,-4,3,12,10,0,0,-4,7,25,18000
8,2,1,18,20702,-4,3,17,10,0,1,-4,6,18,80000
12,1,2,30,16264,11,1,16,3,1,1,-4,6,-4,35000
6,1,1,21,949,11,-5,6,4,1,0,-4,9,-4,-5
6,1,2,-5,2273,11,2,6,4,1,0,0,9,-4,34000
12,1,2,17,9990,17,-5,12,2,1,0,1,5,16,0
10,1,2,22,14532,11,1,10,5,1,0,0,2,14,0
11,1,2,26,14484,17,2,18,4,0,1,-4,1,16,-5
10,1,1,25,77383,-4,5,18,5,1,1,-4,2,-4,52000
8,1,2,18,5388,11,3,8,3,1,0,1,5,-4,0
12,1,2,23,6997,-4,-4,12,6,1,0,-4,3,-4,90000
12,1,2,18,6999,-4,-4,18,6,1,1,-4,3,16,35000
9,1,1,28,19994,11,3,12,3,1,1,0,12,-4,43383
8,1,1,21,25331,-4,2,14,7,1,0,-4,7,-4,20000
10,1,2,18,548,11,2,12,5,1,0,-4,2,18,0
9,1,1,26,31231,-4,-4,14,4,1,1,-4,2,14,0
13,1,2,22,25371,11,2,14,2,1,1,1,7,13,0
10,1,1,25,26420,11,-4,12,3,1,0,-3,3,16,67000
12,1,2,30,70095,11,2,12,3,1,1,-4,2,18,15000
10,1,1,22,0,11,3,12,3,1,1,1,9,-4,51000
11,1,1,23,34679,11,6,12,3,1,1,1,4,16,60000
13,1,2,25,29045,11,1,13,3,1,1,-4,7,17,0
15,1,1,18,19454,-5,-5,14,1,1,1,-3,7,-5,-5
10,1,1,16,5172,-4,6,12,2,1,1,-4,3,-4,0
12,1,2,27,18460,11,5,14,2,1,0,1,8,18,0
5,1,1,17,179,-5,-5,5,1,1,0,0,3,18,-5
16,1,1,20,34227,11,-5,16,1,1,0,1,5,-4,-5
12,1,1,20,35843,11,-4,12,3,1,1,0,2,17,38000
10,1,2,18,2653,17,-5,12,3,1,1,-4,2,23,-5
10,1,2,-5,-5,-5,-5,9,6,1,0,0,8,-5,-5
4,1,1,29,25175,11,-5,14,1,1,0,0,8,-4,-5
12,1,2,20,16944,11,-4,12,4,1,1,0,6,-4,30000
-3,1,2,21,3695,11,-4,9,3,1,0,0,4,-4,23000
10,2,1,25,14237,-5,-5,10,4,0,1,-4,2,-5,-5
10,2,2,25,15471,11,-4,12,2,0,-3,-4,0,16,0
12,1,1,23,17772,17,2,12,6,1,1,-4,4,-4,70000
11,1,1,22,28030,1,-4,12,6,1,1,-4,4,17,4000
10,1,1,20,102,17,-4,10,5,1,0,-4,4,-4,52000
8,2,1,27,26316,5,-4,14,5,0,1,-4,6,-2,0
9,1,2,27,16176,-4,6,14,4,1,0,-4,1,-4,58633
8,1,1,21,16769,-4,4,12,7,1,0,-4,5,12,70000
9,1,2,18,4115,11,-4,10,7,1,0,-4,5,-4,23000
-3,1,1,16,-4,11,-4,11,5,1,1,-4,3,14,0
-3,1,2,18,200,11,-4,3,3,1,0,0,5,-4,0
13,1,2,26,82651,-4,2,17,6,1,1,-4,1,15,114000
12,1,1,28,88647,-4,5,16,6,1,1,-4,1,18,112000
10,1,1,24,17504,-4,3,13,5,1,1,-4,2,13,46000
10,1,1,9,65576,-4,3,17,8,1,1,-4,10,14,70000
9,1,2,14,55392,-4,-5,16,8,1,1,-4,10,-4,36000
12,1,1,21,58643,11,2,12,3,1,1,-4,3,17,-5
7,1,2,19,3244,11,-4,6,2,1,1,0,4,-4,0
8,1,2,18,11151,-4,-5,12,15,1,0,-4,6,-4,-5
8,1,1,19,-4,-4,-4,8,15,1,0,-4,6,-4,60000
8,3,2,18,16405,11,-5,11,6,0,1,-4,4,-5,-5
8,1,2,19,7705,11,-4,7,4,1,0,1,4,14,50000
11,3,2,-5,-5,-5,-5,11,1,0,0,1,3,-5,-5
14,3,2,21,86154,11,-5,14,1,0,1,0,3,-5,-5
9,3,2,20,48520,11,-5,12,5,0,1,1,2,-5,-5
10,3,2,20,20087,11,-5,9,2,0,1,0,3,-5,-5
11,1,1,23,19035,-4,-4,12,5,1,0,-4,4,12,0
10,1,2,23,31291,11,1,13,5,1,0,-4,4,19,41000
9,1,1,23,60048,11,-4,15,3,1,0,-4,7,16,26000
8,1,2,24,45237,11,2,12,3,1,0,-4,7,14,44000
12,1,1,20,35047,11,-5,14,10,1,1,-4,8,15,-5
10,1,2,25,45108,-4,-4,12,10,1,1,-4,8,-4,32448
10,1,1,24,49894,1,-4,12,10,1,1,-4,7,16,800
9,1,1,13,19335,-4,4,12,10,1,1,-4,8,17,0
9,1,1,17,5947,11,-4,12,10,1,1,-4,8,-4,0
10,1,1,18,42231,-4,3,12,4,1,1,-4,2,22,-5
11,3,2,23,43726,11,-5,12,2,0,0,1,8,-5,-5
11,3,2,25,24835,11,-5,11,2,0,0,-4,2,-5,-5
11,3,1,-5,27766,5,-5,12,1,1,0,0,10,-5,-5
12,1,1,21,4145,11,6,12,4,1,1,1,2,-4,0
9,1,1,19,26069,-4,-4,12,11,1,0,-4,7,16,0
10,1,2,18,7472,-4,3,12,11,1,0,-4,7,28,42000
8,1,2,22,9043,3,-4,12,11,1,1,-4,5,19,0
8,1,1,20,9937,-4,-4,9,11,1,0,-4,7,-4,0
3,1,2,19,1783,-5,-5,3,5,1,0,1,9,-5,-5
10,1,1,20,43342,-4,-4,12,6,0,0,-4,4,12,0
10,1,2,20,15368,-4,-4,12,4,1,1,-4,8,18,25000
12,3,2,22,23293,17,-5,12,1,0,1,1,4,-5,-5
14,1,2,29,34381,11,-5,14,5,1,1,-4,2,20,-5
11,1,2,22,27526,11,-4,12,5,1,1,-4,2,17,0
11,3,2,19,45242,11,-5,14,1,0,1,1,3,-5,-5
10,1,1,18,51835,-4,2,12,5,0,1,-4,2,-4,30000
11,1,2,19,39079,11,2,12,4,0,1,-4,3,-5,32768
12,1,1,23,71803,-4,4,13,5,1,1,-4,2,18,-5
11,1,1,25,20350,-4,-4,15,5,1,1,-4,2,-4,11805
10,1,2,22,15960,11,-4,13,5,1,1,-4,2,-4,0
12,2,1,24,8411,11,-4,14,2,0,1,-4,6,-4,-1
9,1,2,20,13128,11,1,16,4,1,1,-4,2,-4,23000
8,1,2,14,40182,-4,1,20,4,1,1,-4,2,17,75000
13,1,1,18,9386,11,-5,13,6,1,1,-4,5,16,-5
10,1,1,20,32644,-4,2,12,5,1,1,-4,5,15,-5
11,1,2,17,12684,11,1,12,3,1,1,-4,4,-4,8200
12,1,2,23,-4,-4,-5,12,4,1,1,-4,5,-4,-5
11,1,2,18,34542,11,-4,13,7,1,0,-4,7,-4,55000
9,1,2,20,20419,11,-4,14,7,1,1,-4,7,-4,0
9,1,2,19,1128,11,-4,7,4,1,1,-4,4,20,0
-4,2,2,30,8765,-4,1,12,5,0,1,-4,6,-4,0
11,1,1,18,32758,11,-5,12,4,1,0,-4,9,16,-5
11,1,1,17,-4,17,-4,12,8,1,1,-4,8,13,0
9,1,2,19,13499,11,2,12,8,1,0,-4,8,-4,0
10,1,1,-5,-4,-4,-4,12,9,1,0,-3,10,-4,-5
9,1,2,-5,-4,11,-4,8,9,1,0,-4,8,-4,150000
9,1,1,19,31519,17,7,12,7,1,1,-4,4,12,0
13,1,1,26,52383,6,-4,14,4,0,1,-3,3,25,11700
12,3,2,17,28158,11,-5,12,1,0,1,0,2,-5,-5
12,3,2,22,84682,11,-5,12,1,0,1,1,0,-5,-5
11,1,1,18,11259,11,-4,11,5,1,1,-4,7,-4,0
9,3,1,29,49933,11,-5,12,5,0,-3,-4,3,-5,-5
7,3,2,21,6861,-4,-5,12,5,0,-3,-4,3,-5,-5
9,1,2,17,14090,17,-5,12,4,1,0,-4,2,17,0
12,1,1,19,48994,11,-5,13,4,1,1,-4,2,16,-5
12,3,1,26,58519,11,-5,12,3,0,1,-4,1,-5,-5
12,3,1,22,27633,11,-5,12,1,0,-3,-4,8,-5,-5
10,3,2,24,50710,11,-5,12,3,0,1,1,3,-5,-5
9,3,2,19,99550,17,-5,18,4,0,1,-4,2,-5,-5
10,3,2,19,32104,11,-5,12,2,0,0,1,3,-5,-5
9,1,2,21,43846,-4,1,13,4,1,1,-4,5,14,48000
12,1,2,17,25098,-4,-4,12,1,1,0,1,4,32,30000
12,1,2,20,11542,-4,-4,12,5,1,0,-4,4,-4,0
10,1,2,17,8910,-4,-4,12,5,1,0,-4,4,-4,0
7,1,1,13,19015,-4,8,11,5,1,0,-4,4,16,-5
10,1,1,17,50214,11,8,16,10,1,0,-4,7,-4,150000
8,1,1,18,15790,-4,6,14,10,1,1,-4,7,19,28500
10,1,1,22,60232,-4,2,12,4,1,1,-4,1,14,38000
9,1,1,29,38513,11,6,14,5,1,1,-4,3,18,61000
11,1,2,19,5264,-4,2,12,4,1,1,-4,2,20,17000
11,2,1,20,2995,11,-5,12,4,0,1,-4,2,16,48000
11,2,2,25,14942,11,-4,12,4,1,1,-4,2,14,0
11,1,1,30,70056,17,3,13,1,1,1,0,5,16,0
9,1,2,27,20198,-4,-5,14,6,1,1,-4,6,18,-5
8,1,1,19,8238,11,-4,8,8,1,0,-4,4,-4,100000
11,1,2,17,13984,-4,-4,13,8,1,1,-4,5,-4,18000
10,1,1,26,32505,-4,4,14,8,1,1,-4,5,17,80000
12,1,2,18,28111,11,-4,12,10,1,0,-4,7,-4,110000
12,1,1,28,76373,-4,-5,15,10,1,1,-4,7,16,-5
10,1,2,20,6147,11,1,12,10,1,1,-4,7,14,42000
8,1,1,14,9944,11,-4,11,10,1,1,-4,7,22,600
14,1,2,20,58898,12,1,16,3,1,1,-4,2,-4,60000
10,1,1,23,32684,11,-4,13,6,1,0,-4,7,-4,0
9,1,1,16,12896,11,-5,14,6,1,0,-4,6,-5,-5
7,1,2,15,31179,11,2,12,6,1,0,-4,6,-4,0
11,1,2,25,15769,-4,-4,18,5,1,0,-4,6,-4,71000
10,1,1,20,5480,17,-5,12,8,1,1,-4,4,-4,-5
8,1,2,17,4739,11,-4,8,3,1,0,1,5,-4,22000
9,1,1,20,31837,11,-4,15,5,1,1,-4,5,-4,31000
12,1,1,23,28121,11,-5,12,6,1,1,-4,1,-5,-5
11,1,2,19,23188,11,-5,10,6,1,0,-4,9,-5,-5
9,1,2,19,1566,17,4,10,5,1,1,-4,2,16,10000
8,1,1,19,10619,11,1,12,3,1,0,1,2,-4,49000
10,1,2,16,1925,11,-5,12,3,1,0,1,13,-4,0
9,1,2,17,40191,11,1,13,1,1,0,-4,4,12,53000
12,1,1,20,65532,11,1,17,3,0,0,0,6,20,80000
13,1,1,20,-4,-5,-5,16,1,0,0,0,6,-5,-5
11,1,1,14,32471,11,-4,12,8,1,1,-4,6,-5,-5
11,1,1,20,11226,17,10,12,8,0,0,-4,6,-4,0
10,1,2,21,24112,17,-4,12,8,1,0,-4,6,18,14400
12,2,2,17,70044,11,-4,18,9,0,0,-4,6,-4,5000
10,2,1,16,21215,11,3,12,9,0,0,-4,6,-4,50000
10,2,2,21,41197,17,-4,16,9,0,1,-4,6,-4,140000
9,2,2,17,54052,11,-4,17,9,0,0,-4,6,-4,78500
9,3,2,20,25104,-4,-5,13,5,0,0,-4,2,-5,-5
8,3,2,20,49720,-4,-5,13,5,0,0,-4,2,-5,-5
11,2,1,22,19095,11,15,12,7,1,0,-4,4,15,27000
9,2,1,18,24978,17,2,13,7,1,0,-4,4,20,81200
